Code,Name,Year,Tenure,Number_of_households,Number_Confidence_Intervals,Percent_of_households_in_borough,Percent_Confidence_Intervals
E12000004,East Midlands,2007,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2007,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2007,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2007,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2007,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2007,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2007,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2007,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2007,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2007,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2006,Rented.from.Local.Authority.or.Housing.Association,-,-,-,-
E09000002,Barking and Dagenham,2006,Rented.from.Local.Authority.or.Housing.Association,20700,3500,30.7,5.1
E09000003,Barnet,2006,Rented.from.Local.Authority.or.Housing.Association,15100,4700,10.6,3.3
E09000004,Bexley,2006,Rented.from.Local.Authority.or.Housing.Association,11600,3200,11.9,3.3
E09000005,Brent,2006,Rented.from.Local.Authority.or.Housing.Association,25500,4600,24.9,4.5
E09000006,Bromley,2006,Rented.from.Local.Authority.or.Housing.Association,18000,4700,13.3,3.5
E09000007,Camden,2006,Rented.from.Local.Authority.or.Housing.Association,36300,5300,33.4,4.8
E09000008,Croydon,2006,Rented.from.Local.Authority.or.Housing.Association,21900,5300,14.8,3.5
E09000009,Ealing,2006,Rented.from.Local.Authority.or.Housing.Association,16400,4900,13.8,4.1
E09000010,Enfield,2006,Rented.from.Local.Authority.or.Housing.Association,22300,5300,17.6,4.2
E09000011,Greenwich,2006,Rented.from.Local.Authority.or.Housing.Association,31300,5300,29.3,5
E09000012,Hackney,2006,Rented.from.Local.Authority.or.Housing.Association,45600,5800,40.7,5.2
E09000013,Hammersmith and Fulham,2006,Rented.from.Local.Authority.or.Housing.Association,24800,3800,32.9,5.1
E09000014,Haringey,2006,Rented.from.Local.Authority.or.Housing.Association,24400,4200,25,4.2
E09000015,Harrow,2006,Rented.from.Local.Authority.or.Housing.Association,6800,2600,7.6,2.9
E09000016,Havering,2006,Rented.from.Local.Authority.or.Housing.Association,12500,3600,12.4,3.5
E09000017,Hillingdon,2006,Rented.from.Local.Authority.or.Housing.Association,19600,4500,18.5,4.2
E09000018,Hounslow,2006,Rented.from.Local.Authority.or.Housing.Association,20100,4800,21.2,5.1
E09000019,Islington,2006,Rented.from.Local.Authority.or.Housing.Association,37300,5200,36,5
E09000020,Kensington and Chelsea,2006,Rented.from.Local.Authority.or.Housing.Association,23600,3200,34.2,4.6
E09000021,Kingston upon Thames,2006,Rented.from.Local.Authority.or.Housing.Association,8700,2500,13.3,3.8
E09000022,Lambeth,2006,Rented.from.Local.Authority.or.Housing.Association,44400,7700,32.7,5.7
E09000023,Lewisham,2006,Rented.from.Local.Authority.or.Housing.Association,34700,5800,28.9,4.8
E09000024,Merton,2006,Rented.from.Local.Authority.or.Housing.Association,12000,3400,14.5,4
E09000025,Newham,2006,Rented.from.Local.Authority.or.Housing.Association,26800,5600,23.4,4.9
E09000026,Redbridge,2006,Rented.from.Local.Authority.or.Housing.Association,8300,2800,8.4,2.8
E09000027,Richmond upon Thames,2006,Rented.from.Local.Authority.or.Housing.Association,7000,2500,8.7,3.1
E09000028,Southwark,2006,Rented.from.Local.Authority.or.Housing.Association,49900,6400,38.8,5
E09000029,Sutton,2006,Rented.from.Local.Authority.or.Housing.Association,8900,2800,11.2,3.6
E09000030,Tower Hamlets,2006,Rented.from.Local.Authority.or.Housing.Association,42800,6400,36.5,5.5
E09000031,Waltham Forest,2006,Rented.from.Local.Authority.or.Housing.Association,17800,4400,18.7,4.6
E09000032,Wandsworth,2006,Rented.from.Local.Authority.or.Housing.Association,18100,5100,14.4,4.1
E09000033,Westminster,2006,Rented.from.Local.Authority.or.Housing.Association,34600,5000,32.6,4.7
E13000001,Inner London,2006,Rented.from.Local.Authority.or.Housing.Association,443400,19400,31.3,1.4
E13000002,Outer London,2006,Rented.from.Local.Authority.or.Housing.Association,304400,17600,15.7,0.9
E12000001,North East,2006,Rented.from.Local.Authority.or.Housing.Association,254800,10100,22.2,0.9
E12000002,North West,2006,Rented.from.Local.Authority.or.Housing.Association,408700,16100,16.7,0.7
E12000003,Yorkshire and The Humber,2006,Rented.from.Local.Authority.or.Housing.Association,389700,16500,17.2,0.7
E12000004,East Midlands,2006,Rented.from.Local.Authority.or.Housing.Association,291800,17700,14.9,0.9
E12000005,West Midlands,2006,Rented.from.Local.Authority.or.Housing.Association,416600,17600,17.7,0.7
E12000006,East of England,2006,Rented.from.Local.Authority.or.Housing.Association,372100,19500,14.8,0.8
E12000007,London,2006,Rented.from.Local.Authority.or.Housing.Association,749300,26700,22.3,0.8
E12000008,South East,2006,Rented.from.Local.Authority.or.Housing.Association,427200,19100,11.7,0.5
E12000009,South West,2006,Rented.from.Local.Authority.or.Housing.Association,271700,14000,11.7,0.6
W92000004,Wales,2006,Rented.from.Local.Authority.or.Housing.Association,202100,7600,15.1,0.6
S92000003,Scotland,2006,Rented.from.Local.Authority.or.Housing.Association,528800,14800,21.6,0.6
N92000002,Northern Ireland,2006,Rented.from.Local.Authority.or.Housing.Association,117200,10300,15.6,1.4
K02000001,UK,2006,Rented.from.Local.Authority.or.Housing.Association,4430000,54500,16.7,0.2
E09000001,City of London,2018,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2018,Rented.from.Private.landlord,14900,3300,20.7,4.6
E09000003,Barnet,2018,Rented.from.Private.landlord,36500,6900,25.2,4.7
E09000004,Bexley,2018,Rented.from.Private.landlord,15400,3800,15.1,3.7
E09000005,Brent,2018,Rented.from.Private.landlord,29700,5300,29.2,5.2
E09000006,Bromley,2018,Rented.from.Private.landlord,26100,5800,19.1,4.3
E09000007,Camden,2018,Rented.from.Private.landlord,31400,5400,28.2,4.8
E09000008,Croydon,2018,Rented.from.Private.landlord,28200,6300,19.2,4.3
E09000009,Ealing,2018,Rented.from.Private.landlord,31700,7000,25.6,5.6
E09000010,Enfield,2018,Rented.from.Private.landlord,32800,6300,26.2,5
E09000011,Greenwich,2018,Rented.from.Private.landlord,22700,5100,19.7,4.4
E09000012,Hackney,2018,Rented.from.Private.landlord,28400,4900,27.4,4.7
E09000013,Hammersmith and Fulham,2018,Rented.from.Private.landlord,21900,3700,29.3,5
E09000014,Haringey,2018,Rented.from.Private.landlord,30400,4900,28.2,4.6
E09000015,Harrow,2018,Rented.from.Private.landlord,24700,4200,28.8,4.9
E09000016,Havering,2018,Rented.from.Private.landlord,14300,3800,13.9,3.7
E09000017,Hillingdon,2018,Rented.from.Private.landlord,22300,4900,19.8,4.3
E09000018,Hounslow,2018,Rented.from.Private.landlord,22900,5700,21.6,5.4
E09000019,Islington,2018,Rented.from.Private.landlord,29800,5200,27.4,4.8
E09000020,Kensington and Chelsea,2018,Rented.from.Private.landlord,19300,3200,26.6,4.4
E09000021,Kingston upon Thames,2018,Rented.from.Private.landlord,17700,3300,26.9,5
E09000022,Lambeth,2018,Rented.from.Private.landlord,28700,6100,23.5,5
E09000023,Lewisham,2018,Rented.from.Private.landlord,28000,5500,23.4,4.6
E09000024,Merton,2018,Rented.from.Private.landlord,21200,4100,26,5
E09000025,Newham,2018,Rented.from.Private.landlord,36700,6800,31.3,5.8
E09000026,Redbridge,2018,Rented.from.Private.landlord,31400,5000,29.9,4.8
E09000027,Richmond upon Thames,2018,Rented.from.Private.landlord,15600,3600,19.9,4.6
E09000028,Southwark,2018,Rented.from.Private.landlord,32600,5800,25.3,4.5
E09000029,Sutton,2018,Rented.from.Private.landlord,16000,3400,20.5,4.4
E09000030,Tower Hamlets,2018,Rented.from.Private.landlord,43900,7100,36.2,5.9
E09000031,Waltham Forest,2018,Rented.from.Private.landlord,19600,4700,19.4,4.6
E09000032,Wandsworth,2018,Rented.from.Private.landlord,40300,6800,31.2,5.2
E09000033,Westminster,2018,Rented.from.Private.landlord,38100,5700,32.6,4.8
E13000001,Inner London,2018,Rented.from.Private.landlord,409400,19600,28.6,1.4
E13000002,Outer London,2018,Rented.from.Private.landlord,443500,21200,22.4,1.1
E12000001,North East,2018,Rented.from.Private.landlord,166900,8500,14.5,0.7
E12000002,North West,2018,Rented.from.Private.landlord,398300,16000,16.3,0.7
E12000003,Yorkshire and The Humber,2018,Rented.from.Private.landlord,394300,16900,17.2,0.7
E12000004,East Midlands,2018,Rented.from.Private.landlord,344100,19000,17.6,1
E12000005,West Midlands,2018,Rented.from.Private.landlord,385300,17200,16.2,0.7
E12000006,East of England,2018,Rented.from.Private.landlord,441300,21200,17.3,0.8
E12000007,London,2018,Rented.from.Private.landlord,854800,29000,25,0.8
E12000008,South East,2018,Rented.from.Private.landlord,617900,23200,16.8,0.6
E12000009,South West,2018,Rented.from.Private.landlord,415000,16800,17.8,0.7
W92000004,Wales,2018,Rented.from.Private.landlord,199500,7700,14.8,0.6
S92000003,Scotland,2018,Rented.from.Private.landlord,319200,12200,12.9,0.5
N92000002,Northern Ireland,2018,Rented.from.Private.landlord,145100,10000,19.3,1.3
K02000001,UK,2018,Rented.from.Private.landlord,4681700,56400,17.5,0.2
E09000001,City of London,2017,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2017,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2017,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2017,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2017,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2017,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2017,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2017,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2017,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2017,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2017,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2017,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2017,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2017,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2017,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2017,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2017,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2017,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2017,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2017,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2017,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2017,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2017,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2017,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2017,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2017,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2017,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2017,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2017,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2017,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2017,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2017,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2017,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2017,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2017,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2017,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2017,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2017,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2017,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2017,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2017,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2017,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2017,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2017,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2017,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2017,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2017,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2017,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2016,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2016,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2016,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2016,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2016,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2016,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2016,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2016,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2016,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2016,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2016,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2016,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2016,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2016,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2016,Rented.from.Private.landlord,26800,4400,30.1,5
E09000016,Havering,2016,Rented.from.Private.landlord,11800,3500,11.7,3.4
E09000017,Hillingdon,2016,Rented.from.Private.landlord,23400,4800,22.1,4.5
E09000018,Hounslow,2016,Rented.from.Private.landlord,22700,5000,23.8,5.3
E09000019,Islington,2016,Rented.from.Private.landlord,31700,5000,30.6,4.8
E09000020,Kensington and Chelsea,2016,Rented.from.Private.landlord,17200,2900,25,4.2
E09000021,Kingston upon Thames,2016,Rented.from.Private.landlord,14700,3000,22.6,4.7
E09000022,Lambeth,2016,Rented.from.Private.landlord,28600,6700,21.1,5
E09000023,Lewisham,2016,Rented.from.Private.landlord,24200,5100,20.1,4.3
E09000024,Merton,2016,Rented.from.Private.landlord,18400,4000,22.2,4.8
E09000025,Newham,2016,Rented.from.Private.landlord,44600,6500,38.9,5.7
E09000026,Redbridge,2016,Rented.from.Private.landlord,29900,4600,30.2,4.7
E09000027,Richmond upon Thames,2016,Rented.from.Private.landlord,15900,3500,19.8,4.4
E09000028,Southwark,2016,Rented.from.Private.landlord,31000,5600,24.1,4.4
E09000029,Sutton,2016,Rented.from.Private.landlord,11400,3200,14.3,4
E09000030,Tower Hamlets,2016,Rented.from.Private.landlord,44600,6500,38,5.5
E09000031,Waltham Forest,2016,Rented.from.Private.landlord,25200,4900,26.5,5.2
E09000032,Wandsworth,2016,Rented.from.Private.landlord,39200,6800,31.1,5.4
E09000033,Westminster,2016,Rented.from.Private.landlord,39500,5100,37.2,4.8
E13000001,Inner London,2016,Rented.from.Private.landlord,413200,19000,29.2,1.3
E13000002,Outer London,2016,Rented.from.Private.landlord,435000,20200,22.4,1
E12000001,North East,2016,Rented.from.Private.landlord,168100,8600,14.7,0.7
E12000002,North West,2016,Rented.from.Private.landlord,384200,15700,15.7,0.6
E12000003,Yorkshire and The Humber,2016,Rented.from.Private.landlord,402400,16700,17.7,0.7
E12000004,East Midlands,2016,Rented.from.Private.landlord,343100,18900,17.6,1
E12000005,West Midlands,2016,Rented.from.Private.landlord,386200,17100,16.4,0.7
E12000006,East of England,2016,Rented.from.Private.landlord,430700,20700,17.2,0.8
E12000007,London,2016,Rented.from.Private.landlord,852000,27900,25.3,0.8
E12000008,South East,2016,Rented.from.Private.landlord,619600,22300,17,0.6
E12000009,South West,2016,Rented.from.Private.landlord,407700,16600,17.5,0.7
W92000004,Wales,2016,Rented.from.Private.landlord,192300,7500,14.4,0.6
S92000003,Scotland,2016,Rented.from.Private.landlord,326700,12200,13.3,0.5
N92000002,Northern Ireland,2016,Rented.from.Private.landlord,147000,11200,19.5,1.5
K02000001,UK,2016,Rented.from.Private.landlord,4659900,55600,17.6,0.2
E09000001,City of London,2015,Rented.from.Private.landlord,-,-,-,-
E09000002,Barking and Dagenham,2015,Rented.from.Private.landlord,14800,3100,22,4.6
E09000003,Barnet,2015,Rented.from.Private.landlord,39900,6900,28,4.8
E09000004,Bexley,2015,Rented.from.Private.landlord,12000,3200,12.3,3.3
E09000005,Brent,2015,Rented.from.Private.landlord,32000,4900,31.2,4.8
E09000006,Bromley,2015,Rented.from.Private.landlord,17700,4700,13.1,3.5
E09000007,Camden,2015,Rented.from.Private.landlord,29700,5000,27.4,4.6
E09000008,Croydon,2015,Rented.from.Private.landlord,32000,6100,21.5,4.1
E09000009,Ealing,2015,Rented.from.Private.landlord,31300,6300,26.4,5.3
E09000010,Enfield,2015,Rented.from.Private.landlord,32500,6100,25.7,4.8
E09000011,Greenwich,2015,Rented.from.Private.landlord,22500,4800,21.1,4.5
E09000012,Hackney,2015,Rented.from.Private.landlord,32500,5400,28.9,4.8
E09000013,Hammersmith and Fulham,2015,Rented.from.Private.landlord,18700,3500,24.7,4.7
E09000014,Haringey,2015,Rented.from.Private.landlord,31800,4500,32.4,4.6
E09000015,Harrow,2015,Rented.from.Private.landlord,26800,4400,30.1,5
